1,(单选题)()是指信用风险管理者通过各种监控技术，动态捕捉信用风险指标的异常变动，判断其是否已达到引起关注的水平或已经超过阀值。,<p>A信用风险识别</p><p>B信用风险度量</p><p>C信用风险监测</p><p>D信用风险控制</p>,4,C,暂无解析,0,0
2,(多选题)我国商业银行监管当局提出的商业银行公司治理要求的主要内容包括()。,<p>A完善股东大会、董事会、监事会、高级管理层的议事制度和决策程序</p><p>B明确股东、董事、监事和高级管理人员的权利、义务</p><p>C建立、健全以监事会为核心的监督机制</p><p>D建立完善的信息报告和信息披露制度</p><p>E建立合理的薪酬制度，强化激励约束机制</p>,5,ABCDE,这类题目，只要内容积极正面，都是正确选项。,0,0
2,(多选题)若其他条件相同，则下列关于商业银行各种流动性比率的分析，正确的有()。,<p>A银行贷款总额和总资产的比率越低，流动性风险越低</p><p>B银行大额负债依赖度越低，流动性风险越高</p><p>C银行流动资产和总资产的比率越高，流动性风险越低</p><p>D银行核心存款比例越高，流动性风险越低</p><p>E银行现金头寸指标越高，满足即时现金需要的能力越强</p>,5,CDE,贷款总额与总资产的比率较高则暗示商业银行的流动性能力较差，由于该比率忽略了其他资产，特别是流动资产，因此该指标无法准确地衡量商业银行的流动性风险。故A项错误。对大型商业银行来说，大额负债依赖度为50%很正常，但对主动负债比例较低的大部分中小商业银行来说，定额负债依赖度通常为负值。因此，大额负债依赖度仅适合用来衡量大型特别是国际活跃银行的流动性风险，故B项错误。,0,0
2,(多选题)下列属于商业银行流动性风险预警信号的有()。,<p>A存款大量流失</p><p>B客户办理业务等候时间较长</p><p>C所发行的股票价格大幅下降</p><p>D被迫从市场上购回已发行的债券</p><p>E债权人提前要求兑付</p>,5,ACDE,商业银行流动性风险预警指标/信号包括：①内部指标/信号（表现为盈利水平下降等）；②外部指标/信号（表现为所发行的股票价格下跌等）；③融资指标/信号（表现为存款大量流失、债权人提前要求兑付，造成支付能力不正、银行被迫从市场上购回已发行的债券等）。A、D、E三项属于融资指标/信号；C项属于外部指标/信号；B项客户办理业务等候时间较长可能是由于工作人员对业务不熟悉，办理业务效率低，并不一定是流动性风险的预警信号。,0,0
2,(多选题)衡量商业银行信用风险变化的程度，表示资产质量从前期到本期变化的比率指标有()。,<p>A资本充足率</p><p>B大额风险集中度</p><p>C正常贷款迁徙率</p><p>D不良贷款迁徙率</p><p>E成本收入比</p>,5,CD,风险迁徙类指标衡量商业银行信用风险变化的程度，表示为资产质量从前期到本期变化的比率，属于动态监测指标，包括正常贷款迁徙率和不良贷款迁徙率。,0,0
2,(多选题)银行监管中，采取市场准入的主要目的有()。,<p>A防止海外游资流入国内银行系统</p><p>B维护国有商业银行的利益</p><p>C保护存款者的利益</p><p>D维护银行市场秩序</p><p>E保证注册银行具有良好的品质，预防不稳定机构进入银行体系</p>,5,CDE,市场准入应当遵循公开、公平、公正、效率及便民的原则，其主要目标是：①保证注册银行具有良好的品质，预防不稳定机构进入银行体系；②维护银行市场秩序；③保护存款者的利益。,0,0
2,(多选题)下列属于监管当局对银行类金融机构现场检查的重点内容的有()。,<p>A资产质量和流动性状况</p><p>B市场风险敏感度</p><p>C管理水平和内部控制</p><p>D业务经营的合法合规性</p><p>E风险状况和资本充足性</p>,5,ABCDE,中国银监会现场检查的重点内容包括：业务经营的合法合规性、风险状况和资本充足性、资产质量、流动性、盈利能力、管理水平和内部控制、市场风险敏感度。,0,0
2,(多选题)下列关于风险管理策略的说法，正确的有()。,<p>A风险分散不能完全消除非系统性风险</p><p>B商业银行的风险对冲可以分为自我对冲和市场对冲两种情况</p><p>C风险规避是指商业银行拒绝或退出某一业务或市场，以避免该业务或市场具有的风险</p><p>D根据多样化投资分散风险管理，商业银行的信贷业务应是全面的，不应集中于同一行业、同一性质甚至同一国家的借款人</p><p>E风险规避策略的局限性在于它是一种消极的风险管理策略，不宜成为商业银行发展的主导风险管理策略</p>,5,BCDE,对于相互独立的多种资产组成的投资组合，只要组合中的资产个数足够多，该投资组合的非系统性风险就可以通过这种风险分散策略完全消除。故A错误。,0,0
2,(多选题)下列关于商业银行战略风险管理的说法，正确的有()。,<p>A战略风险管理是一种长期性管理</p><p>B战略风险管理是一种短期性管理</p><p>C良好的战略风险管理最终会使商业银行获益</p><p>D战略风险管理强化了商业银行对潜在威胁的洞察力</p><p>E战略风险管理成本高，且未来收益很难以确定，得不偿失</p>,5,ACD,战略风险管理通常被认为是一项长期性的战略投资，实施效果需要很长时间才能显现。战略风险管理能够最大限度地避免经济损失、持久维护和提高商业银行的声誉和股东价值。商业银行可以在短期便体会到战略风险管理的诸多益处。因此，B、E项错误。,0,0
3,(判断题)成员单位的连环担保使集团法人客户的信用风险放大。(),<p>A正确</p><p>B错误</p>,2,A,关联方通常采用连环担保的形式申请银行贷款，虽然符合相关法律的规定，但一方面，企业集团频繁的关联交易孕育着经营风险；另一方面，信用风险通过担保链条在企业集团内部循环传递、放大，贷款实质上处于担保不足或无担保状态。,0,0
3,(判断题)债务人对银行的实质性信贷债务逾期100天以上，即被视为违约。(),<p>A正确</p><p>B错误</p>,2,B,根据《巴塞尔新资本协议》，债务人对银行的实质性信贷债务逾期90天以上即被视为违约。若债务人违反了规定的透支限额或者重新核定的透支限额小于目前的余额，各项透支将被视为逾期。,0,0
3,(判断题)国际商业银行用来考量商业银行的盈利能力和风险水平的最佳方法是RAPN。(),<p>A正确</p><p>B错误</p>,2,B,国际商业银行用来考量商业银行的盈利能力和风险水平的最佳方法是RAPM。,0,0
3,(判断题)市场风险具有明显的非系统性特征。(),<p>A正确</p><p>B错误</p>,2,B,市场风险具有明显的系统性特征。,0,0
3,(判断题)国别风险有两个基本特征，其中之一就是：国别风险发生在国际经济金融活动中，在同一个国家范围内的经济金融活动不存在国别风险。(),<p>A正确</p><p>B错误</p>,2,A,暂无解析,0,0
3,(判断题)过高的应收账款周转率有利于企业长期发展。(),<p>A正确</p><p>B错误</p>,2,B,过高的应收账款周转率可能是因为企业的销售条件过于苛刻，不利于企业长期发展。,0,0
3,(判断题)贷款转让按转让的笔数可以分为一次转让和回购式转让。(),<p>A正确</p><p>B错误</p>,2,B,贷款转让按转让的笔数可以分为单笔贷款转让和组合贷款转让。,0,0
3,(判断题)内部审计部门可以为商业银行提供最直接的第一手资料和记录。(),<p>A正确</p><p>B错误</p>,2,B,风险管理部门可以为内部审计部门提供最直接的第一手资料和记录。,0,0
3,(判断题)敏感性分析是一种多因素分析法，情景分析是对单一因素进行分析。(),<p>A正确</p><p>B错误</p>,2,B,情景分析是一种多因素分析法，敏感性分析是对单一因素进行分析。,0,0
3,(判断题)董事会、各级管理人员、战略管理/规划部门，以及法律/合规/内部审计部门对有效的战略风险评估负有间接责任。(),<p>A正确</p><p>B错误</p>,2,B,董事会、各级管理人员、战略管理/规划部门，以及法律/合规/内部审计部门对有效的战略风险评估负有直接责任。,0,0
3,(判断题)商业银行通过加强内部控制能够有效降低操作风险水平，但并非所有的操作风险事件都能够被防止和控制。(),<p>A正确</p><p>B错误</p>,2,A,并非所有的操作风险事件都能够得到人为控制，如自然灾害、恐怖袭击等外部事件极易造成严重损失，但商业银行却很难主动采取控制措施。,0,0
3,(判断题)商业银行应当制订外汇融资能力受损时的流动性应急计划，通常可以使用该外汇的备用资源，切忌使用本币资源并通过外汇市场将其转为外币来补充流动性。(),<p>A正确</p><p>B错误</p>,2,B,商业银行应当制订外汇融资能力受损时的流动性应急计划，通常采用两种方式：①使用本币资源并通过外汇市场将其转为外币，或使用该外汇的备用资源。例如，根据商业银行利用外汇市场和衍生产品市场的能力，可以由总行以本币为所有外币提供流动性。②管理者可根据某些外币在流动性需求中占有较高比例的情况，为其建立单独的备用流动性安排。,0,0
3,(判断题)商业银行将某些业务外包给具有较高技能和规模的专业机构来管理，有助于商业银行更加关注核心业务，而无须对外包业务的风险进行有效管理。(),<p>A正确</p><p>B错误</p>,2,B,外包并不能减少或免除董事会和高层管理层确保第三方行为的安全稳健以及遵守相关法律的责任。商业银行必须对外包业务的风险进行管理，一些关键过程和核心业务，如账务系统、资金交易业务等不应外包出去，因为过多的外包也会产生额外的操作风险或其他隐患。,0,0
3,(判断题)监管机构的现场检查可以针对商业银行在执行政策法规以及经营管理上的漏洞和不合理之处指正，帮助其总结经验教训，找出产生问题的原因。(),<p>A正确</p><p>B错误</p>,2,A,监管机构的现场检查对商业银行正当的、合法的经营活动以及先进的管理操作做法要加以肯定并予以保护。同时还可以针对商业银行在执行政策法规以及经营管理上的漏洞和不合理之处进行指正，帮助其总结经验教训，找出产生问题的原因。,0,0
3,(判断题)战略风险管理能够最大限度地避免经济损失，持久维护和提高商业银行的声誉和股东价值。(),<p>A正确</p><p>B错误</p>,2,A,战略风险管理能够最大限度地避免经济损失、持久维护和提高商业银行的声誉和股东价值。,0,0
