1,(单选题)国家开发银行的成立时间是()。,<p>A1994年3月</p><p>B1994年4月</p><p>C1994年11月</p><p>D1994年12月 </p>,4,A,国家开发银行成立于1994年3月，中国进出口银行成立于1994年4月，中国农业发展银行成立于1994年11月。,0,0
2,(多选题)下列各项中，属于犯有非法吸收公众存款罪的行为有()。,<p>A个人私设银行</p><p>B企事业单位私设储蓄所</p><p>C农村资金互助社吸收社员以外的公众存款</p><p>D商业银行在客户存款时许诺先付利息</p><p>E商业银行正常吸收存款</p>,5,ABCD,非法吸收公众存款罪中的“非法”包括主体不合法和方式不合法两种情况。A、B、C三项属于主体不合法，D选项属于方式不合法。,0,0
2,(多选题)金融机构可以通过()转移风险。,<p>A购买保险</p><p>B规定业务限额</p><p>C分散化投资</p><p>D要求对方开立备用信用证</p><p>E要求第三方提供担保</p>,5,ADE,A选项保险本身就是一种转移风险的工具，银行通过购买保险将风险部分转移给保险公司，在遇到损失后，可以向保险公司拿到一笔赔付，以减少自身损失。B选项规定业务限额不符合市场运作机制也不符合银行运营机制。银行都是要在安全性的基础上不断发展自身业务的。C选项分散化投资属于分散风险的做法，而不是转移风险。D选项要求对方开立备用信用证，这一做法使银行在遭受损失时能得到开证行的偿付，也属于转移风险的行为。E选项对方提供第三方担保，在对方不能偿付时，第三方应偿还。故A、D、E三项都属于转移风险的行为。,0,0
2,(多选题)《银行业从业人员职业操守》中所称的银行业金融机构包括()。,<p>A商业银行</p><p>B政策性银行</p><p>C货币经纪公司</p><p>D信托公司</p><p>E证券公司</p>,5,ABCD,《银行业从业人员职业操守》的第2条规定，本职业操守所称的银行业金融机构是指在中华人民共和国境内设立的商业银行、城市信用合作社、农村信用合作社等吸收公众存款的金融机构以及政策性银行和部分非银行的金融机构，如金融资产管理公司、信托公司、企业集团、财务公司、金融租赁公司、汽车金融公司及货币经纪公司等，但不含证券业和保险业。,0,0
2,(多选题)根据《刑法》第192条、第199条规定，犯集资诈骗罪的处罚规定有()。,<p>A数额较大的，处5年以下有期刑或者拘役，并处2万元以上20万元以下罚金</p><p>B数额巨大或者有其他严重情节的，处5年以上10年以下有期徒刑，并处5万元以上50万元以下罚金</p><p>C数额特别巨大或者有其他严重情节的，处10年以上有期徒刑或者无期徒刑，并处5万元以上50万元以下罚金或没收财产</p><p>D数额特别巨大并且给国家和人民利益造成重大损失的，处无期徒刑或者死刑，并没收财产</p><p>E单位犯本罪的，实行双罚制，即对单位判处罚金，对其直接负责的主管人员和其他直接负责人员，处5年以下有期徒刑或者拘役；数额巨大或者有其他严重情节的，处5年以上10年以下有期徒刑；数额特别巨大或者有其他特别严重情节的，处10年以上有期徒刑或者无期徒刑</p>,5,ABCDE,集资诈骗罪，是指以非法占有为目的，使用诈骗方法非法集资，数额较大的行为。非法集资并不必然构成犯罪，这里有一个违法与犯罪的界限；另外在构成犯罪的时候，还有构成非法吸收公众存款罪和集资诈骗罪的问题。其处罚规定为以上所有选项。,0,0
2,(多选题)根据银监会2012年颁布的《商业银行资本管理办法（试行）》，我国商业银行监管资本包括()。,<p>A二级资本</p><p>B补充资本</p><p>C附属资本</p><p>D核心一级资本</p><p>E其他一级资本</p>,5,ADE,监管资本包括一级资本和二级资本，其中一级资本包括核心一级资本和其他一级资本。,0,0
2,(多选题)银行卡的功能包括()。,<p>A支付结算</p><p>B汇兑转账</p><p>C储蓄功能</p><p>D循环信贷</p><p>E信用证</p>,5,ABCD,银行卡的功能有：支付结算、汇兑转账、储蓄、循环信贷、个人信用、综合服务。【专家点拨】银行卡是由商业银行（或者发卡机构）发行的具有支付结算、汇兑转账，储蓄、循环信贷等全部或部分功能的支付工具或信用凭证。,0,0
2,(多选题)银行业从业人员的下列行为中，违反“同业竞争”原则的有()。,<p>A向客户转发网上有关竞争对手的负面消息</p><p>B与一些商铺协商，安装具有排他性的POS机</p><p>C以免费方式向客户提供国际市场的有关信息</p><p>D超出人民银行规定的存款利率上限吸收存款</p><p>E使用关联交易手段</p>,5,ABDE,银行业从业人员应当坚持同业间公平，有序竞争原则，在业务宣传、办理业务过程中，不得使用不正当竞争手段。,0,0
2,(多选题)个人存款包括()。,<p>A定期存款</p><p>B活期存款</p><p>C教育储蓄存款</p><p>D协定存款</p><p>E个人通知存款</p>,5,ABCE,暂无解析,0,0
2,(多选题)银行风险管理流程主要包括()。,<p>A风险识别</p><p>B风险分类</p><p>C风险计量</p><p>D风险监测</p><p>E风险控制</p>,5,ACDE,银行风险管理流程主要包括风险识别、风险计量、风险监测和风险控制四个步骤。,0,0
2,(多选题)被称为“不良贷款”的贷款级别包括()。,<p>A正常</p><p>B次级</p><p>C关注</p><p>D可疑</p><p>E损失</p>,5,BDE,“贷款五级分类法”将贷款分为正常、关注、次级、可疑、损失五类，其中后三类称为“不良贷款”，不良贷款率是衡量银行资产质量的最重要指标。【专家点拨】不良贷款率指金融机构不良贷款占总贷款余额的比重。金融机构不良贷款率是评价金融机构信贷资产安全状况的重要指标之一。不良贷款率高，说明金融机构收回贷款的风险大；不良贷款率低，说明金融机构收回贷款的风险小。,0,0
3,(判断题)我国银监会的监管理念是“管法人、管风险、管内控、提高透明度”。(),<p>A正确</p><p>B错误</p>,2,A,在总结国内外监管经验的基础上，银监会提出了银行业监管的新理念，即“管法人、管风险、管内控、提高透明度”。,0,0
3,(判断题)双边汇率调整与有效汇率调整相比，更能发挥调节进出口、经常项目及国际收支的作用。(),<p>A正确</p><p>B错误</p>,2,B,由于有效汇率在衡量汇率水平方面更具科学性，因此有效汇率调整与双边汇率调整相比.更能发挥调节进出口、经常项目及国际收支的作用。,0,0
3,(判断题)商业银行的发卡业务是指商业银行为商户等提供的受理信用卡，并完成相关资金结算的服务。(),<p>A正确</p><p>B错误</p>,2,B,商业银行的发卡业务是指发卡银行基于对客户的评估结果，与符合条件的客户签约发放信用卡并提供相关银行服务。题中表述为信用卡的收单业务的含义。,0,0
3,(判断题)商业银行公司治理应遵循各治理主体独立运作、有效制衡、相互合作、协调运转的原则。(),<p>A正确</p><p>B错误</p>,2,A,暂无解析,0,0
3,(判断题)土地使用权属于商业银行监管资本中的资本扣减项。(),<p>A正确</p><p>B错误</p>,2,B,商业银行监管资本中的资本扣减项包括商誉、其他无形资产（土地使用权除外）等。因此，土地使用权不属于商业银行的资本扣减项。,0,0
3,(判断题)《商业银行资本管理办法（试行）》实施后，我国大型银行的资本充足率监管要求为10.5%。(),<p>A正确</p><p>B错误</p>,2,B,《商业银行资本管理办法（试行）》实施后，我国大型银行和中小银行的资本充足率监管要求分别为11.5%和10.5%。,0,0
3,(判断题)银行面临的风险包括信用风险、市场风险、合规风险、操作风险、流动性风险、法律风险等八大类。(),<p>A正确</p><p>B错误</p>,2,B,银行面临的风险划分为信用风险、市场风险、操作风险、流动性风险、国家风险、声誉风险、法律风险以及战略风险八大类。即不再包括合规风险。,0,0
3,(判断题)商业银行经济资本供给量与经济资本需求量应保持动态平衡。(),<p>A正确</p><p>B错误</p>,2,A,暂无解析,0,0
3,(判断题)确保风险管理体系的全面性是商业银行内部控制的目标之一。(),<p>A正确</p><p>B错误</p>,2,B,商业银行内部控制的目标包括四个方面：(1)确保国家法律规定和商业银行内部规章制度的贯彻执行；(2)确保商业银行发展战略和经营目标的全面实施和充分实现；(3)确保风险管理体系的有效性；(4)确保业务记录、财务信息和其他管理信息的及时、真实和完整。,0,0
3,(判断题)合规管理制度包括合规绩效考核制度、合规问责制度和诚信举报制度。(),<p>A正确</p><p>B错误</p>,2,A,建立有利于合规风险管理的基本制度主要包括三项基本制度，即合规绩效考核制度、合规问责制度和诚信举报制度。加强对管理人员的合规绩效考核，惩罚合规管理失效的人员，追究违规责任人的相应责任，对举报有功者给予适当的奖励，并对举报者给予充分的保护。,0,0
3,(判断题)金融犯罪主观方面只能是故意，而且必须具有以非法占有为目的。(),<p>A正确</p><p>B错误</p>,2,B,金融犯罪主观方面只能是故意，有的还要求具有非法占有目的，但并不要求必须以非法占有为目的。,0,0
3,(判断题)根据“了解客户”原则，客户由他人代理办理业务的，银行只需对代理人的身份证明文件进行核对并登记。(),<p>A正确</p><p>B错误</p>,2,B,“了解客户”原则规定，客户由他人代理办理业务的，银行应当同时对代理人和被代理人的身份证件或者其他身份证明文件进行核对并登记。,0,0
3,(判断题)定期存款的储户如果在存款到期前要求提前支取，则会受到限制，但不会使利息受到损失。(),<p>A正确</p><p>B错误</p>,2,B,对于提前支取的，由于时间不足，也只能按所存日期当作活期计取利息，利息受到损失。,0,0
3,(判断题)目前，包括中国在内的世界上绝大多数国家都采用间接标价法。(),<p>A正确</p><p>B错误</p>,2,B,间接标价法是以一定单位的本国货币为标准，来计算应收若干单位的外国货币。目前，世界上大多数国家都采用直接标价法。只有美国、英国、澳大利亚、新加坡等少数国家采用间接标价法。,0,0
3,(判断题)担保抵押债券是资产证券化的一种发展形式。(),<p>A正确</p><p>B错误</p>,2,A,暂无解析,0,0
