1,(单选题)（）的强弱是反映客户财务状况稳定与安全程度的重要标志。,<p>A盈利能力</p><p>B运营能力</p><p>C短期偿债能力</p><p>D长期偿债能力</p>,4,D,长期偿债能力的强弱是反映客户财务状况稳定与安全程度的重要标志。,0,0
2,(多选题)公司信贷的原则包括（）。,<p>A合法合规原则</p><p>B效益性、安全性和流动性原则</p><p>C利润最大化原则</p><p>D平等、自立、公平和诚实信用原则</p><p>E公平竞争、密切协作原则</p>,5,ABDE,公司信贷的原则包括合法合规原则，效益性、安全性和流动性原则，平等、自立、公平和诚实信用原则，公平竞争、密切协作原则。故选项C利润最大化原则并不属于公司信贷的原则。,0,0
2,(多选题)还款来源存在风险的预警信号有（）。,<p>A贷款用途与借款人原定计划不同</p><p>B偿付来源与合同上的还款来源不同</p><p>C贷款目的与借款人主营业务无关</p><p>D偿付来源与借款人主营业务无关</p><p>E借款人与其担保人所处行业相同</p>,5,ABCD,贷款用途与借款人原定计划不同、偿付来源与合同上的还款来源不同等均属于需要警惕的情况。E担保人和借款人在同一行业并不意味着有重大担保风险。,0,0
2,(多选题)市场环境分析的SWOT方法中，S、W、0、T分别代表（）。,<p>A优势</p><p>B劣势</p><p>C机遇</p><p>D威胁</p><p>E努力</p>,5,ABCD,S(StrEngth)表示优势，W(wEAk)表示劣势，O(Opportunity)表示机遇，T(ThrEAt)表示威胁。,0,0
2,(多选题)下列情况中可能给企业带来经营风险的有（）。,<p>A客户需求为便携性PC企业仍生产台式机</p><p>B持有一笔占公司年订单量60%的订单．能按时保质完成</p><p>C企业只生产台式机</p><p>D以前产品的产、供、销都由本企业自行提供最近企业转型只负责产品的生产</p><p>E只依赖于一家供应商</p>,5,ACDE,对于银行信贷来说企业的经营风险部分体现在：不能适应市场变化或客户需求的变化、持有一笔大额订单却不能较好的履行合约、产品结构单一、对存货、生产和销售的控制力下降对一些客户或供应商过分依赖可能引起巨大的损失等方面。A项企业生产不能适应客户需求变化；C项企业的产品结构过于单一；D项企业对存货、销售的控制力下降；E项企业对供应商过分依赖这些都可能为企业带来经营风险。B项企业虽持有一笔大订单但能较好履行合约．因而不会为企业带来经营风险。,0,0
2,(多选题)一般的．以下属于一个较完整的公司信贷产品市场营销计划应包括的内容的有（）。,<p>A当前营销状况</p><p>B机会与问题分析</p><p>C营销目标</p><p>D行动方案</p><p>E损益预算表</p>,5,ABCDE,除此之外还包括计划概要、营销战与策、营销控制。,0,0
3,(判断题)采用世界市场研究中心的方法计算国别风险时，分值越小风险越高（）。,<p>A正确</p><p>B错误</p>,2,B,世界市场研究中心计算国别风险的思路是将每个国家六项考虑因素中的每一项都给出风险评分，分值1～5，1表示最低风险，5表示最高风险，最终计算结果的分值为1．0～1．24代表风险非常小，分值为4．5～5．0则代表风险极高。也就是说，在这种计算方法中，分值越小风险越低。,0,0
3,(判断题)贷款保证人不可以是自然人。（）,<p>A正确</p><p>B错误</p>,2,B,贷款保证人应是具有代为清偿能力的企业法人或自然人。,0,0
3,(判断题)贷款展期后，担保人担保金额为借款人在整个贷款期内应偿还的本息和费用之和。（）,<p>A正确</p><p>B错误</p>,2,B,借款人在征得保证人同意后进入贷款展期，此时保证人担保金额为借款人在整个贷款期内应偿还的本息和费用之和，包括因贷款展期而增加的利息费用。,0,0
3,(判断题)公司信贷的诚信申贷原则要求贷款人恪守诚实信用原则，按照借款人要求的具体方式和内容提供贷款申请资料（）。,<p>A正确</p><p>B错误</p>,2,A,公司信贷的诚信申贷原则要求借款人恪守诚实信用原则，按照贷款人要求的具体方式和内容提供贷款申请资料。,0,0
3,(判断题)计算现金流量时，以资产负债表为基础，根据损益表期初期末的变动数进行调整。（）,<p>A正确</p><p>B错误</p>,2,B,收益和费用在损益表中全额反映，其中，收益中未收到的现金和费用中未支付的现金表现在资产负债表中的有关科目(如应收账款的增加和应付账款的增加)。所以，计算现金流量时，以损益表为基础，根据资产负债表期初期末的变动数进行调整。,0,0
3,(判断题)流动资产中最重要的组成部分是货币资金。（）,<p>A正确</p><p>B错误</p>,2,B,流动资产中最重要的组成部分是存货。故题目描述错误。,0,0
3,(判断题)实行转授权的，在金额、种类和范围上均不得小于原授权（）。,<p>A正确</p><p>B错误</p>,2,B,实行转授权的，在金额、种类和范围上均不得大于原授权。,0,0
3,(判断题)信贷客户的理性信贷动机是指为获得影响力，被银行所承认、所欣赏，或被感动等情感利益而产生的购买动机。（）,<p>A正确</p><p>B错误</p>,2,B,信贷客户的理性信贷动机是指客户为获得低融资成本、增加短期支付能力以及得到长期金融支持等利益而产生的购买动机。而为获得影响力，被银行所承认、所欣赏，或被感动等情感利益而产生的购买动机是指信贷客户的感性动机。,0,0
3,(判断题)银行的营业网点和各类业务属于基础产品。(),<p>A正确</p><p>B错误</p>,2,A,暂无解析,0,0
3,(判断题)银行业金融机构需要明确绿色信贷的支持方向和重点领域，实行有差别、动态的授信政策，实施风险敞口管理制度。（）,<p>A正确</p><p>B错误</p>,2,A,银行业金融机构要对绿色信贷的支持方向和重点领域进行明确，并实行有差别、动态的授信政策，实施风险敞口管理制度。,0,0
3,(判断题)应收账款周转率、应收账款回收期、存货周转率、存货回收期越高，表明资产利用效率越高。（）,<p>A正确</p><p>B错误</p>,2,B,应收账款周转率、存货周转率越高，表明资产利用效率越高。,0,0
3,(判断题)在产品生命周期的成长期，客户对银行产品不怎么了解，购买欲望大，银行要花费大量资金来做广告宣传。（）,<p>A正确</p><p>B错误</p>,2,B,在产品生命周期的成长期，银行产品已基本定型，研制费用可以减少。而在产品生命周期的介绍期，客户对银行产品不怎么了解，购买欲望不大，银行要花费大量资金来做广告宣传。因此，本题说法不正确,0,0
3,(判断题)在固定资产贷款中，如果涉及国际商业贷款，借款人还应提交外债指标的批文。（）,<p>A正确</p><p>B错误</p>,2,A,在固定资产贷款中，如为转贷款、国际商业贷款及境外借款担保项目，应提交国家计划部门关于筹资方式、外债指标的批文。因此，题目描述正确。,0,0
3,(判断题)专项准备金具有资本的性质。（）,<p>A正确</p><p>B错误</p>,2,B,专项准备金反映了贷款的内在损失，尽管在账务上还没有将这部分内在损失冲销，但实际上专项准备金已经用于弥补目前贷款组合中存在的内在损失，不能再用于弥补银行未来发生的其他损失，其性质与固定资产折旧相同。因此，专项准备金不具有资本的性质。,0,0
3,(判断题)短期贷款一般不采用一次性还清贷款的还款方式。（）,<p>A正确</p><p>B错误</p>,2,B,一次还清贷款是指借款人在贷款到期时一次性还清贷款本息。短期贷款通常采取一次还清贷款的还款方式。,0,0
