7,(单选题)（ ）反映在总资产中借债来筹资的比率以及公司在清算时保护债权人利益.,<p>A资产负债率</p><p>B资产负债比率</p><p>C长期负债率</p><p>D股东权益比率</p>,4,A,资产负债率反映在总资产中借债来筹资的比率以及公司在清算时保护债权人利益。,0,0
1,(单选题)下列属于交易型策略的有（ ） Ⅰ.均值一回归策略 Ⅱ.趋势策略 Ⅲ.成对交易策略 Ⅳ.惯性策略,<p>AⅠ.Ⅱ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅲ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅢ.Ⅳ</p>,4,A,"交易型策略的代表性策略包括均值一回归策略（Mean-Return)、动量策略(Momentum)或趋势策略 (Trending),其中，动量策略也称""惯性策略""。",0,0
1,(单选题)下列属于资产配置三大层次的是（ ）。 Ⅰ.全球资产配置 Ⅱ.大类资产配置 Ⅲ.行业风格配置 Ⅳ.公司风格配置 Ⅴ.国内资产配置,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅳ.Ⅴ</p><p>CⅢ.Ⅳ.Ⅴ</p><p>DⅡ.Ⅳ.Ⅴ</p>,4,A,资产配置是指资产类别选择、投资组合中各类资产的配置比例以及对这些混合资产进行实时管理。资产配 置包括三大层次:①全球资产配置；②大类资产配置;③业风格配置。,0,0
1,(单选题)下列说法正确的是（ ）。 Ⅰ.债券有规定的偿还期限，债务人必须按期向债权人支付利息，本金的偿还可以延后 Ⅱ.安全性是指债券持有人的收益相对稳定.没有风险 Ⅲ.债券能为投资者带来一定的收入 Ⅳ.资本利得是指债权人到期收回的本金与买入债券或中途卖出债券与买入债券之间的价差收入,<p>AⅠ.Ⅱ</p><p>BⅠ.Ⅳ</p><p>CⅢ.Ⅳ</p><p>DⅡ.Ⅲ</p>,4,C,债券类证券产品基本特征:①偿还性:偿还性是指债券有规定的偿还期限，债务人必须按期向债权人支付利 息和偿还本金。②流动性:流动性是指债券持有人可按需要和市场的实际状况，灵活地转让债券，以提前 收回本金和实现投资收益.③安全性:安全性是指债券持有人的收益相对稳定，不随发行者经营收益的变动 而变动，并且可按期收回本金.④收益性:收益性是指债券能为投资者带来一定的收入其表现形式有三种:a. 利息收入，即债权人在持有债券期间按约定的条件分期、分次取得利息或者到期一次取得利息b.资本损 益，即债权人到期收回的本金与买入债券或中途卖出债券与买入债券之间的价差收入.C.再投资收益，即 投资债券所获现金流量再投资的利息收入.,0,0
1,(单选题)下列现金流入可以看做是年金的有（ ）。 Ⅰ.每月从社保部门领取的养老金 Ⅱ.从保险公司领取的养老金 Ⅲ.每个月定期额缴纳的房屋贷款月供 Ⅳ.基金的定额定投 Ⅴ.每月固定的房租,<p>AⅠ.Ⅱ</p><p>BⅡ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>DV</p>,4,D,年金(普通年金)是指在一定期限内，时间间隔相同、不间断、金额相等、方向相同的一系列现金流。,0,0
1,(单选题)现金类证券产品即货币型理财产品。其基本特征为（ ）。 Ⅰ.收益稳定 Ⅱ.风险较小 Ⅲ.流动性弱现金类证券产品即货币型理财产品。其基本特征为（ ）。 Ⅰ.收益稳定 Ⅱ.风险较小 Ⅲ.流动性弱,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅲ.Ⅳ</p>,4,B,现金类证券产品即货币型理财产品。其基本特征为：①收益稳定；②安全性较高；③风险较小。,0,0
1,(单选题)消极的债券组合管理策略不包括（ ）。 Ⅰ.指数策略 Ⅱ.债券互换 Ⅲ.满足单一负债要求的投资组合免疫策略 Ⅳ.应急免疫,<p>AⅡ.Ⅳ</p><p>BⅠ.Ⅱ</p><p>CⅡ.Ⅲ</p><p>DⅡ.Ⅳ</p>,4,A,在债券投资组合管理过程中，通常使用两种消极管理策略：①指数策略，目的是使所管理的资产组合尽 量接近于某个债券市场指数的表现；②免疫策略，包括满足单一负债要求的投资组合免疫策略、多重负 债下的组合免疫策略和多重负债下的现金流匹配策略。积极债券组合管理策略包括:水平分析、债券互 换、应急免疫、骑乘收益率曲线。,0,0
1,(单选题)一般来说，可以将技术分析方法分为（ ）。 Ⅰ.指标类 Ⅱ.形态类 Ⅲ.K线类 Ⅳ.波浪类,<p>AⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅲ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅠ.Ⅲ.Ⅳ</p>,4,A,考查技术分析方法的分类，主要有：指标类、切线类、形态类、k线类和波浪类。,0,0
1,(单选题)遗产规划策略的选择（ ）。 Ⅰ.尽早做出安排 Ⅱ.及时调整更新遗产计划 Ⅲ.尽可能增加遗产额 Ⅳ.充分利用遗产优惠政策。,<p>AⅠ.Ⅱ.</p><p>BⅠ.Ⅱ.Ⅲ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅳ</p>,4,D,遗产规划策略的选择:(1)尽早做出安排(2)及时调整更新遗产计划:(3)尽可能减少遗产额。从而少交遗产 税:①生前多赠与继承人②利用政策分散资产。(4)充分利用遗产优惠政策,0,0
1,(单选题)以下关于风险揭示书还应以醒目文字载明内容说法正确的是（ ） Ⅰ.本风险揭示书的揭示事项仅为列举性质，未能详尽列明投资者接受证券投资顾问服务所面临的全部风险和 可能导致投资者投资损失的所有因素 Ⅱ.投资者在接受证券投资顾问服务前，应认真阅读并理解相关业务规则、证券投资顾问服务协议及本风险揭 示书的全部内容 Ⅲ.接受证券投资顾问服务的投资者，证券公司帮忙承担投资风险 Ⅳ.接受证券投资顾问服务的投资者，自行承担投资风险，证券公司不以任何方式向投资者作出不受损失或者 取得最低收益的承诺,<p>AⅡ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅲ</p><p>CⅠ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅳ</p>,4,D,风险揭示书还应以醒目文字载明以下内容:①本风险揭示书的揭示事项仅为列举性质，未能详尽列明投资 者接受证券投资顾问服务所面临的全部风险和可能导致投资者投资损失的所有因素。②投资者在接受证 券投资顾问服务前，应认真阅读并理解相关业务规则、证券投资顾问服务协议及本风险揭示书的全都内 容。③接受证券投资顾问服务的投资者，自行承担投资风险，证券公司不以任何方式向投资者作出不受 损失或者取得最低收的承诺。④特别提示:投资者应签署本风险揭示书。表明投资者已经理解并原意白行 承担接受证券投咨顾问服务的风险和损失。,0,0
1,"(单选题)以下关于客户风险特征矩阵的编制方法说法错误的是（ ）。 Ⅰ.风险承受能力的评估主要是年龄因素和其他因素 Ⅱ.风险承受态度评估=对本金损失的容忍程度+其他心理因素。 Ⅲ.在风险承受能力评估的年龄因素中，20岁以下者50分,每多一岁减1分,70岁以上0分 Ⅳ.在风险承受态度评估中，对本金损失的容忍程度总分50分,不能容忍任何损失为0分,每增加1个百分点加1 分，可容忍50%以上损失者为满分50分。",<p>AⅠ.Ⅳ</p><p>BⅡ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅲ</p><p>DⅢ.Ⅳ</p>,4,D,年龄因素：总分50分，25岁以下者50分，每多一岁减1分，75岁以上0分；对本金损失的容忍程度(可承受 亏损的百分比）：总分50分，不能容忍任何损失为0分，每增加1个百分点加2分，可容忍25%以上损失者 为满分50分。,0,0
1,(单选题)以下关于证券估值方法说法正确的是（ ） Ⅰ.相对估值是指运用证券的市场价格与某个财务指标之间存在的比例关系对证券进行估值 Ⅱ.绝对估值是指通过对证券基本财务要素的计算和处理得出该证券的绝对金额 Ⅲ.相对估值法常用方法包括重置成本法和清算价值法 Ⅳ.各种基于现金流贴现的方法均属绝对估值,<p>AⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅲ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅠ.Ⅲ.Ⅳ</p>,4,C,"绝对估值是指通过对证券基本财务要素的计算和处理得出该证券的绝对金额。各种基于现金流贴现的方法 均属此类:相对估值是指运用证券的市场价格与某个财务指标之间存在的比例关系对证券进行估值,包括常 见的市盈率、市净率、市售率、市值回报增长比等；资产价值是指根据企业资产负债表的编制原理，利用 权益价值=资产价值-负债价值的关系。评估出三个因素中的两个，计算资产价值的方法。常用方法包括重 置成本法和清算价值法。",0,0
1,"(单选题)以下属于实值期权的有（ ）。 Ⅰ.玉米看涨期货期权,执行价格为3.35美元/蒲式耳，标的期货合约价格为3.5美元/蒲式耳 Ⅱ.大豆看跌期货期权，执行价格为6.35美元/蒲式耳，标的期货合约价格为6.5美元/蒲式耳 Ⅲ.大豆看涨期货期权，执行价格为6.55美元/蒲式耳，标的期货合约价格为6.5美元/蒲式耳 Ⅳ.玉米看跌期货期权，执行价格为3.75美元/蒲式耳，标的期货合约价格为3.6美元/蒲式耳",<p>AⅠ.Ⅱ</p><p>BⅡ.Ⅲ</p><p>CⅠ.Ⅳ</p><p>DⅢ.Ⅳ</p>,4,C,看涨期权中，执行价格低于标的物市场价格时为实值期权；看跌期权中，执行价格高于标的物市场价格时 为实值期权。,0,0
1,(单选题)以下说法正确的是（ ）。 Ⅰ.银行从业人员在应在客户投资渠道偏好基础上提供财务建议 Ⅱ.客户个人的知识结构尤其是对理财知识的了解程度和主动获取信息的方式对于选择投资渠道、产品和投资 方式会产生影响 Ⅲ.客户个人的性格是个人主观意愿的习惯性表现。会对理财的方式和方法产生影响 Ⅳ.客户的生活、工作习惯不会对证券投资方式有所影响,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅡ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ</p><p>DⅢ.Ⅳ</p>,4,A,客户个人的性格是个人主观意愿的习惯性表现，会对理财的方式和方法产生影响。比如客户不喜欢别人越 俎代庖。,0,0
1,(单选题)用资产价值进行估值的常用方法有（ ）。 Ⅰ.重置成本法 Ⅱ.无套利定价 Ⅲ.清算价值法 Ⅳ.风险中性定价,<p>AⅠ.Ⅱ</p><p>BⅢ.Ⅳ</p><p>CⅠ.Ⅲ</p><p>DⅡ.Ⅳ</p>,4,C,常用的资产价值估值方法包括重成本法和清算价值法，分别适用于可以持续经营的企业和停止经营的企 业。,0,0
1,"(单选题)在β系数运用时（ ） Ⅰ.牛市时.在估值优势相差不大的情况下,投资者会选择β系数较大的股票，以期获得较高的收益。 Ⅱ.牛市时，在估值优势相差不大的情况下，投资者会选择β系数较小的股票，以期获得较高的收益。 Ⅲ.熊市时，投资者会选择β系数较小的股票.以减少股票下跌的损失。 Ⅳ.熊市时，投资者会选择β系数较大的股票，以减少股票下跌的损失。",<p>AⅠ.Ⅲ</p><p>BⅠ.Ⅳ</p><p>CⅡ.Ⅲ</p><p>DⅡ.Ⅳ</p>,4,A,"牛市时，在估值优势相差不大的情况下，投资者会选择β系数较大的股票,以期获得较高的收益。熊市时投 资者会选择β系数较小的股票,以减少股票下跌的损失。",0,0
1,(单选题)在合理的利率成本下，个人的信贷能力取决于（ ）。 Ⅰ.客户收入能力 Ⅱ.客户家庭现有经济实力 Ⅲ.客户信用评分 Ⅳ.客户资产价值,<p>AⅠ.Ⅱ</p><p>BⅢ.Ⅳ</p><p>CⅠ.Ⅳ</p><p>DⅡ.Ⅲ</p>,4,C,在合理的利率成本下，个人的信贷能力取决于客户收入能力和客户资产价值。,0,0
1,(单选题)在其他情况不变时，中央银行（ ），会导致货币供应量减少。 Ⅰ.提高法定存款准备金率 Ⅱ.放宽再贴现的条件 Ⅲ.买入有价证券 Ⅳ.减少外汇储备 Ⅴ.增加黄金储备,<p>AⅠ.Ⅳ</p><p>BⅡ.Ⅲ</p><p>CⅡ.Ⅴ</p><p>DⅢ.Ⅴ</p>,4,A,"A项,当中央银行提高法定存款准备金率时，商业银行信贷能力降低，贷款与投资能力降低，因而货币供应 量减少;B项，当中央银行对商业银行发放贷款或再贴现票据时，商业银行在中央银行超额准备金存款增 加，可用资金头寸加，信贷能力增强，可对工商企业与个人提供力加，货币供应能力增加；C项,当中 央银行从商业银行买进证券时，中央银行直接将证券价款转入商业银行在中央银行的准备金存款账户，直 接增加商业银行超额准备金存款,提高商业银行信贷能力和货币供应能力，货币供应能力增加；D项，中央 银行减少外汇储备时，会减少商业银行超额准备金，因而信贷能力减少，货币供应能力减少；E项，中央 银行加黄金储备，会增加商业银行超额准备金，因而信贷能力增加，货币供应能力增加。",0,0
1,(单选题)在形态理论中.属于持续整理形态的是（ ）。 Ⅰ.菱形Ⅱ.钴石形 Ⅲ.旗形 Ⅳ．w形,<p>AⅠ.Ⅱ.Ⅳ</p><p>BⅡ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅲ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,C,重要的态主要有三角形、菱形(又叫"钻石形"）、旗形、楔形和矩形。,0,0
1,(单选题)债项评级所计量和评价的特定风险因素有（ ）。 Ⅰ.抵押 Ⅱ.地域和行业 Ⅲ.优先权 Ⅳ.产品类别,<p>AⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅳ</p>,4,A,债项评级是对交易本身的特定风险进行计量和评价，反映客户违约后的债项损失大小。特定风险因素包括 抵押、优先性、产品类别、地区、行业等。,0,0
1,(单选题)证券产品卖出时机选择的策略有（ ）。 Ⅰ.股票价格走势达到高峰，再也无力继续攀上 Ⅱ.股票价格走势达到低谷.再也无力继续攀上 Ⅲ.重大不利因素正在酝酿时应卖出股票 Ⅳ.从高价跌落10%时应卖出股票,<p>AⅠ.Ⅲ.Ⅳ</p><p>BⅡ.Ⅲ.Ⅳ</p><p>CⅢ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,A,证券产品卖出时机选择的策略 (1)股票价格走势达到高睦再也无力继续攀上时，应卖出股票;(2)重大不利因素正在酝酿时应卖出股票; (3)从高价跌落10%时应卖出股票. ,0,0
1,(单选题)证券公司、证券投资咨询机构按照（ ）方式收取证券投资顾问服务费用。 Ⅰ.服务期限 Ⅱ.客户资产规模 Ⅲ.差别佣金 Ⅳ.与客户的私下关系,<p>AⅠ.Ⅱ</p><p>BⅠ.Ⅱ.Ⅲ.</p><p>CⅡ.Ⅳ</p><p>DⅡ.Ⅲ.Ⅳ</p>,4,B,证券公司、证券投资咨询机构应当按照公平、合理、自愿的原则与客户协商并书面约定收取证券投资顾问 服务费用的安排。可以按照服务期限、客户资产规模收取服务费用。也可以采用差别佣金等其他方式收取 服务费用.,0,0
1,(单选题)证券公司、证券投资咨询机构可以通过（ ）等公众媒体对证券投资顾问业务进行广告宣传。 Ⅰ.广播 Ⅱ.电视 Ⅲ.网络 Ⅳ.报刊,<p>AⅠ.Ⅲ</p><p>BⅡ.Ⅲ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,D,证券公司、证券投资咨询机构通过广播、电视、网络、报刊等公众媒体对证券投资顾问业务进行广告宣 传，应当遵守《中华人民共和国广告法》和证券信息传播的有关规定，广告宣传内容不得存在虚假、不 实、误导性信息以及其他违法违规情形。,0,0
1,(单选题)证券公司、证券投资咨询机构应当提前5个工作日将广告宣传方案和时间安排向（ ）报备.Ⅰ.中国证监会 Ⅱ.公司住所地证监局 Ⅲ.媒体所在地证监局 Ⅳ.证券交易所 ,<p>AⅠ.Ⅳ</p><p>BⅡ.Ⅲ</p><p>CⅠ.Ⅱ.Ⅲ</p><p>DⅡ.Ⅲ.Ⅳ</p>,4,B,证券公司、证券投资咨询机构应当提前5个工作日将广告宣传方案和时间安排向公司住所地证监局、媒体 所在地证监局报备。,0,0
1,(单选题)证券公司及证券营业部应当建立客户投诉书面或者电子档案，保存时间不少于3年，每年4月底前，证券公司 和证券营业部应当汇总上一年度证券经纪业务及处理情况，分别报（ ）备案。 Ⅰ.中证券业协会 Ⅱ.证监局 Ⅲ.证券公司住所地证监局 Ⅳ.证券营业部所在地证监局,<p>AⅠ.Ⅱ</p><p>BⅢ.Ⅳ</p><p>CⅡ.Ⅲ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,B,"证券公司及证券营业部应当建立客户投诉书面或者电子档案，保存时间不少于3年，每年4月底前，证券公 司和证券营业部应当汇总上一年度证券经纪业务及处理情况,分别报证券公司住所地及证券营业部所在地 证监局备案。",0,0
1,(单选题)证券市场需求的决定因素之一的政策因素的政策具体包括（ ）。 Ⅰ.融资融券政策 Ⅱ.市场准入政策 Ⅲ.金融监管政策 Ⅳ.货币与财政政策,<p>AⅠ.Ⅱ </p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,D,具体政策包括融资融券政策、市场准入政策、金融监管政策、货币与财政政策等。,0,0
